1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;0
28;0
29;0
30;0
31;0
32;0
33;0
34;0
35;0
36;0
37;0
38;0
39;0
40;0
41;0
42;0
43;0
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
65;0
66;0
67;0
68;0
69;0
70;0
71;0
72;0
73;0
74;0
75;0
76;0
77;0
78;0
79;0
80;0
81;0
82;0
83;0
84;0
85;0
86;0
87;0
88;0
89;0
90;0
91;0
92;0
93;0
94;0
95;0
96;0
97;0
98;0
99;0
100;0
101;-0.0361334
102;-0.0283207
103;-0.0390631
104;-0.0322271
105;-0.0249027
106;-0.021973
107;-0.0166018
108;-0.0263676
109;-0.0332036
110;-0.0395514
111;-0.0366217
112;-0.0341802
113;-0.0415045
114;-0.0502937
115;-0.0581064
116;-0.0605478
117;-0.0610361
118;-0.0654307
119;-0.0639658
120;-0.0683604
121;-0.0703136
122;-0.0698253
123;-0.0673838
124;-0.0629892
125;-0.0610361
126;-0.0615244
127;-0.0527352
128;-0.0488289
129;-0.0346685
130;-0.0341802
131;-0.0249027
132;-0.0205081
133;-0.018555
134;-0.0102541
135;-0.00927749
136;-0.00244144
137;0.00585946
138;0.00537118
139;0.0419928
140;0.0317388
141;0.0703136
142;0.0341802
143;0.0810559
144;0.0468757
145;0.112795
146;0.0781262
147;0.117678
148;0.0966812
149;0.0961929
150;0.101076
151;0.0937514
152;0.120119
153;0.0957046
154;0.0903334
155;0.0717784
156;0.0742199
157;0.069337
158;0.0791028
159;0.0561532
160;0.0668956
161;0.0234379
162;0.0498054
163;0.0131838
164;0.0463874
165;0.0131838
166;0.0166018
167;-0.00585946
168;-0.00292973
169;-0.00146487
170;-0.00537118
171;-0.0161135
172;-0.0224613
173;-0.0351568
174;-0.0366217
175;-0.0341802
176;-0.0356451
177;-0.028809
178;-0.0502937
179;-0.0380865
180;-0.050782
181;-0.0234379
182;-0.0395514
183;-0.0278325
184;-0.0400397
185;-0.0356451
